1000
1000
1000
1000
1000
1000
1000
1000
1000
1000

1,0,0
0.809017,0.587785,0
0.309017,0.951057,0
-0.309017,0.951057,0
-0.809017,0.587785,0
-1,1.22465e-16,0
-0.809017,-0.587785,0
-0.309017,-0.951057,0
0.309017,-0.951057,0
0.809017,-0.587785,0

0.999528,0.0219635,0
0.795725,0.605277,0
0.287983,0.957394,0
-0.32976,0.94382,0
-0.821544,0.569739,0
-0.999528,-0.0219635,0
-0.795725,-0.605277,0
-0.287983,-0.957394,0
0.32976,-0.94382,0
0.821544,-0.569739,0

0.998112,0.0439063,0
0.781682,0.622196,0
0.266677,0.962829,0
-0.350191,0.935693,0
-0.833296,0.551154,0
-0.998112,-0.0439063,0
-0.781682,-0.622196,0
-0.266677,-0.962829,0
0.350191,-0.935693,0
0.833296,-0.551154,0

0.995751,0.0658075,0
0.766899,0.638527,0
0.245118,0.967351,0
-0.370291,0.92668,0
-0.84426,0.532047,0
-0.995751,-0.0658075,0
-0.766899,-0.638527,0
-0.245118,-0.967351,0
0.370291,-0.92668,0
0.84426,-0.532047,0

0.992445,0.0876462,0
0.751388,0.654252,0
0.223326,0.970955,0
-0.390039,0.916787,0
-0.854421,0.512436,0
-0.992445,-0.0876462,0
-0.751388,-0.654252,0
-0.223326,-0.970955,0
0.390039,-0.916787,0
0.854421,-0.512436,0

0.988191,0.109401,0
0.735159,0.669352,0
0.201322,0.973633,0
-0.409415,0.906018,0
-0.863767,0.492336,0
-0.988191,-0.109401,0
-0.735159,-0.669352,0
-0.201322,-0.973633,0
0.409415,-0.906018,0
0.863767,-0.492336,0

0.982989,0.131051,0
0.718225,0.683809,0
0.179123,0.975375,0
-0.428398,0.89438,0
-0.872284,0.471763,0
-0.982989,-0.131051,0
-0.718225,-0.683809,0
-0.179124,-0.975375,0
0.428398,-0.89438,0
0.872284,-0.471763,0

0.976835,0.152574,0
0.700595,0.697604,0
0.156752,0.976173,0
-0.446966,0.881876,0
-0.879956,0.450733,0
-0.976835,-0.152574,0
-0.700595,-0.697604,0
-0.156752,-0.976173,0
0.446966,-0.881876,0
0.879956,-0.450733,0

0.969727,0.173948,0
0.682281,0.710718,0
0.134228,0.976017,0
-0.465097,0.868511,0
-0.886769,0.429263,0
-0.969727,-0.173948,0
-0.682281,-0.710718,0
-0.134228,-0.976017,0
0.465097,-0.868511,0
0.886769,-0.429263,0

0.961661,0.195151,0
0.663294,0.723131,0
0.111571,0.974899,0
-0.482769,0.854289,0
-0.892707,0.40737,0
-0.961661,-0.195151,0
-0.663294,-0.723131,0
-0.111571,-0.974899,0
0.482769,-0.854289,0
0.892707,-0.40737,0

0.952636,0.216158,0
0.643644,0.734821,0
0.0888028,0.972806,0
-0.49996,0.839213,0
-0.897753,0.385069,0
-0.952636,-0.216158,0
-0.643644,-0.734821,0
-0.0888029,-0.972806,0
0.49996,-0.839213,0
0.897753,-0.385069,0

0.942645,0.236946,0
0.623343,0.745766,0
0.0659447,0.969729,0
-0.516643,0.823288,0
-0.90189,0.362379,0
-0.942645,-0.236946,0
-0.623343,-0.745766,0
-0.0659447,-0.969729,0
0.516643,-0.823288,0
0.90189,-0.362379,0

0.931686,0.257491,0
0.602401,0.755945,0
0.0430189,0.965655,0
-0.532796,0.806516,0
-0.905099,0.339317,0
-0.931686,-0.257491,0
-0.602401,-0.755945,0
-0.043019,-0.965655,0
0.532796,-0.806516,0
0.905099,-0.339317,0

0.919753,0.277767,0
0.580829,0.765334,0
0.0200482,0.960571,0
-0.548391,0.788902,0
-0.907363,0.315899,0
-0.919753,-0.277767,0
-0.580829,-0.765334,0
-0.0200483,-0.960571,0
0.548391,-0.788902,0
0.907363,-0.315899,0

0.906841,0.297747,0
0.558639,0.773909,0
-0.00294371,0.954465,0
-0.563403,0.770448,0
-0.908661,0.292146,0
-0.906841,-0.297747,0
-0.558639,-0.773909,0
0.00294368,-0.954465,0
0.563403,-0.770448,0
0.908661,-0.292146,0

0.892945,0.317403,0
0.535844,0.781644,0
-0.0259324,0.947323,0
-0.577804,0.751158,0
-0.908973,0.268075,0
-0.892945,-0.317403,0
-0.535844,-0.781644,0
0.0259323,-0.947323,0
0.577804,-0.751158,0
0.908973,-0.268075,0

0.878059,0.336708,0
0.512453,0.788511,0
-0.0488921,0.93913,0
-0.591563,0.731035,0
-0.908276,0.243708,0
-0.878059,-0.336708,0
-0.512453,-0.788512,0
0.0488921,-0.93913,0
0.591563,-0.731035,0
0.908276,-0.243708,0

0.862176,0.355631,0
0.488482,0.794484,0
-0.0717963,0.929872,0
-0.604652,0.710082,0
-0.906549,0.219064,0
-0.862176,-0.355631,0
-0.488482,-0.794485,0
0.0717963,-0.929872,0
0.604652,-0.710082,0
0.906549,-0.219064,0

0.84529,0.374139,0
0.463942,0.799533,0
-0.0946168,0.919532,0
-0.617036,0.688303,0
-0.903767,0.194165,0
-0.84529,-0.374139,0
-0.463942,-0.799533,0
0.0946168,-0.919532,0
0.617036,-0.688303,0
0.903767,-0.194165,0

0.827394,0.3922,0
0.438847,0.803626,0
-0.117324,0.908093,0
-0.628682,0.665702,0
-0.899905,0.169034,0
-0.827394,-0.3922,0
-0.438847,-0.803626,0
